epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
1,1.8316033393144608,1.6806676149368287,0.31877389906047265,0.9577344525595032,0.5944056043228871,0.18963833799875526,5.273195338837887,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
2,1.6236110597848892,1.564705628156662,0.5109438029174352,0.9799197321610182,0.6703595990509686,0.3434633213671212,2.911519040867597,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
3,1.502235358953476,1.4267063438892365,0.6851839833862157,0.9886619216310799,0.7588489104939785,0.5224513820342064,1.9140536983679128,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
4,1.3244980603456498,1.1812396049499512,0.8166970252634665,0.9944222170342665,0.8444826570789908,0.6913445274144973,1.4464568103834106,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
5,0.9412632510066032,0.6556224554777146,0.913432564687509,0.9970570764749758,0.9200281140510308,0.8422359572205054,1.1873157295493981,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
6,0.46639223098754884,0.32550864666700363,0.9596269959712445,0.9874762362864966,0.9601299698262538,0.9437066240761258,1.0596513519007928,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
7,0.25753000415861604,0.21142234280705452,0.9639553922016132,0.9944277474737984,0.9647236947255435,0.9391442647480931,1.0647991342078102,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
8,0.18137487024068832,0.1572823002934456,0.9787027477223106,0.9923160086651975,0.9788875125488476,0.9723081743762485,1.0284805027392845,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
9,0.14452018551528453,0.13104953914880751,0.9818686501995432,0.9928753480944226,0.9820202416856,0.977581077426176,1.022933057003159,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
10,0.11927128788083792,0.11411722004413605,0.981959067204324,0.9948138806437009,0.9821209338667007,0.9739046847629318,1.0267945268621645,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
11,0.10275726560503244,0.09759826585650444,0.9820614302390629,0.9973018538550232,0.9822791289198156,0.969243702350929,1.0317322646249552,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
12,0.09368208628147841,0.0891909297555685,0.9833052594927625,0.9970985463191652,0.9834859807953081,0.9721147599794449,1.0286851318059864,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
13,0.0857723668217659,0.08513374403119087,0.985128257303486,0.9922040992394645,0.985275603622927,0.985566037735849,1.014645352732842,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
14,0.07681325655430556,0.08012352418154478,0.9801966925427495,0.9983915082607789,0.9805163469114042,0.9634605617471467,1.0379252038989457,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
15,0.07082239370793104,0.06981148570775986,0.9851968395704149,0.9975473453906395,0.9853466558031851,0.9750138461090004,1.0256264605787007,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
16,0.06589669035747647,0.06349314413964749,0.9881609206744701,0.9964983915975885,0.9882517943207043,0.9830427759967402,1.0172497315654105,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
17,0.0619894883595407,0.058976590633392334,0.9901258862966412,0.9965715259403977,0.9902000749252738,0.9868712206709279,1.0133034372206602,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
18,0.05693651316687465,0.054745212011039254,0.9909925073698589,0.9964185595453265,0.9910635386250761,0.9889387307452895,1.0111849894344562,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
19,0.05257448842749,0.05270995460450649,0.991899466998088,0.9954543933538483,0.9919862160325958,0.9927497341403541,1.0073032161181328,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
20,0.05383079182356596,0.05251651145517826,0.9887079133285572,0.9975958099668317,0.9887973898414257,0.9819591033865215,1.0183723502855264,0.001,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,20,64,1.0
