epoch,state,action,reason,old_lr,new_lr,reward,q_value,exploration_rate,dice_score,val_loss
1,insufficient_data,increase,rl_policy_increase,0.002,0.0024,0,0.0832619845547938,0.2,0,1.6026549696922303
2,insufficient_data,maintain,in_cooldown_0,0.0024,0.0024,2.7939092516899118,0.008712929970154071,0.19,0,1.3732640445232391
3,mixed,decrease,rl_policy_decrease,0.0024,0.0012,6.611332207918167,0.09255966382926611,0.19,0,0.7621308237314224
4,mixed,maintain,in_cooldown_0,0.0012,0.0012,5.7737972885370255,0.056804456109393234,0.1805,0,0.2347510948777199
5,mixed,decrease,rl_policy_decrease,0.0012,0.0006,1.365016270428896,0.7988252851271189,0.1805,0,0.14824946783483028
6,mixed,maintain,in_cooldown_0,0.0006,0.0006,0.9679777957499027,0.056804456109393234,0.171475,0,0.10145168825984001
7,mixed,decrease,rl_policy_decrease,0.0006,0.0003,0.6413620933890343,0.9428946730712331,0.171475,0,0.08731547892093658
8,mixed,maintain,in_cooldown_0,0.0003,0.0003,0.6025102846324444,0.056804456109393234,0.16290124999999997,0,0.07706445045769214
9,mixed,decrease,rl_policy_decrease,0.0003,0.00015,0.5355213433504104,1.0373317215907687,0.16290124999999997,0,0.0735123161226511
10,mixed,maintain,in_cooldown_0,0.00015,0.00015,-0.3482722342014313,0.056804456109393234,0.15475618749999998,0,0.05833953954279423
11,mixed,decrease,rl_policy_decrease,0.00015,7.5e-05,-0.4268466457724571,0.939525204567925,0.15475618749999998,0,0.05102420412003994
12,mixed,maintain,in_cooldown_0,7.5e-05,7.5e-05,-0.4874781705439091,0.056804456109393234,0.14701837812499996,0,0.049772021174430844
13,mixed,maintain,default,7.5e-05,7.5e-05,-0.4756802059710026,0.056804456109393234,0.14701837812499996,0,0.0473400417715311
14,mixed,decrease,rl_policy_decrease,7.5e-05,3.75e-05,0.5709763411432505,0.8250002935160761,0.13966745921874996,0,0.04024240765720606
15,mixed,maintain,in_cooldown_0,3.75e-05,3.75e-05,-0.5466383900493383,0.1824716710292258,0.13268408625781244,0,0.044906246662139895
16,mixed,decrease,rl_policy_decrease,3.75e-05,1.875e-05,-0.43310121539980173,0.7111554655202414,0.13268408625781244,0,0.038216368202120064
17,mixed,maintain,in_cooldown_0,1.875e-05,1.875e-05,-0.4717593351379037,0.1824716710292258,0.1260498819449218,0,0.035392301715910436
18,mixed,decrease,rl_policy_decrease,1.875e-05,9.375e-06,-0.46856923494488,0.6034423740832482,0.1260498819449218,0,0.032249225210398434
19,mixed,maintain,in_cooldown_0,9.375e-06,9.375e-06,-0.4821393908932805,0.1824716710292258,0.11974738784767572,0,0.030463164299726488
