epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping,agent_action,agent_reward
1,1.7751221865415574,1.6026549696922303,0.3559275269508362,0.9636947032595972,0.6073476730946559,0.21643718329735387,4.620278201579358,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,increase,0
2,1.5010303646326064,1.3732640445232391,0.6914481728610616,0.9885926170348064,0.762271614367388,0.5299633587301923,1.8869229042476243,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,2.7939092516899118
3,1.139093279838562,0.7621308237314224,0.8991527813207081,0.9961675008951895,0.907872978647779,0.8190301473735706,1.2209562776251344,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,6.611332207918167
4,0.43988668322563174,0.2347510948777199,0.9606507637325615,0.9917655836651159,0.9613754321848116,0.9376440581900624,1.0665027856416043,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,5.7737972885370255
5,0.1737022677436471,0.14824946783483028,0.9597088927319228,0.9954578417477894,0.9608244940736956,0.929102883257784,1.0763070678390578,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,1.365016270428896
6,0.12071962393820286,0.10145168825984001,0.9805086865058865,0.9956812654729184,0.9807168917891003,0.9693012433650839,1.0316710174933237,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,0.9679777957499027
7,0.094857457280159,0.08731547892093658,0.9847326363911616,0.9955743327361086,0.9848605557786116,0.9779729432199036,1.022523176057994,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,0.6413620933890343
8,0.0801284871995449,0.07706445045769214,0.9867280903803617,0.9908237498486103,0.9869277202878407,0.9916971072661586,1.0083724079388818,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,0.6025102846324444
9,0.0761275315657258,0.0735123161226511,0.9828252331070398,0.9935287656358033,0.9829674120982858,0.9782055314213827,1.0222800504378142,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,0.5355213433504104
10,0.06252928581088782,0.05833953954279423,0.9873805931389544,0.9973116395307781,0.9874866904409485,0.9798534440644846,1.0205607849393745,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.3482722342014313
11,0.05397047363221645,0.05102420412003994,0.9901596768935117,0.9972820001217755,0.9902311879489472,0.9855127304178605,1.0147002358619932,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,-0.4268466457724571
12,0.05066137695685029,0.049772021174430844,0.9875801587318667,0.9980982764862744,0.9876939199505237,0.9787012227797535,1.0217622873298888,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.4874781705439091
13,0.04635763093829155,0.0473400417715311,0.9911148799026712,0.9942355812822579,0.9912309440131344,0.9936475961586405,1.0063930148534725,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.4756802059710026
14,0.04344527833163738,0.04024240765720606,0.9922108365806334,0.9975366433594361,0.9922656156814943,0.9891534248061175,1.0109655134601678,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,0.5709763411432505
15,0.03991845706477761,0.044906246662139895,0.9862078430024687,0.998841201133283,0.9863674260226807,0.974505881954097,1.026161071490694,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.5466383900493383
16,0.037606945261359215,0.038216368202120064,0.9923335715133896,0.9959686184695402,0.9924097382758001,0.9925847615360562,1.0074706350039753,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,-0.43310121539980173
17,0.034696928085759283,0.035392301715910436,0.9934126203461123,0.9959534363293921,0.9934914302130077,0.9948211274122054,1.0052058329332694,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.4717593351379037
18,0.0347138739656657,0.032249225210398434,0.9928558180938974,0.9978387168020865,0.9929045841677893,0.9898523712316204,1.0102516587961026,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,decrease,-0.46856923494488
19,0.031245846766978502,0.030463164299726488,0.9945464790408072,0.9968583006282049,0.9946065361682633,0.9952851748807631,1.0047371600001997,0.002,4,160,40,Adam,DiceCE,Flipping,UNet,0.0,1e-05,30,64,1.0,maintain,-0.4821393908932805
