epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
1,0.6706020869314671,0.528260150551796,0.5853418388570985,0.9388740673236838,0.66287191857576,0.43649431230610136,2.290980596555237,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
2,0.347741412371397,0.4399424433708191,0.6736878572663265,0.9566526363734354,0.7263116936092685,0.5311663479923519,1.8826493880489559,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
3,0.31140170581638815,0.2723231852054596,0.7526649887899737,0.9585653660059476,0.7792825152497399,0.6358985151748262,1.572577976102165,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
4,0.2277111668139696,0.23988999500870706,0.8000998617762,0.8454708363767119,0.8218307187903229,0.9495859048665212,1.0530906102071569,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
5,0.19575420431792737,0.40493418127298353,0.41861391067504883,0.8130151281324636,0.39482226485372157,0.06350745386581565,15.746183150609241,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
6,0.15554474042728544,0.22171804048120974,0.8481598800652577,0.8690598018205729,0.8686166241899572,0.9967180040918391,1.003292802873719,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
7,0.1365617612376809,0.22544277980923652,0.88337044567029,0.9316016842456781,0.8844286130396549,0.9035782663233644,1.1067109925839331,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
8,0.1071759294718504,0.1905934575945139,0.8899180866133884,0.9063130331291729,0.8988615944961492,0.9832735049262965,1.0170110299829114,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
9,0.1349168793298304,0.16266185101121663,0.9055018154600153,0.9295051098496384,0.9087566951790166,0.9568742311522465,1.045069422337586,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
10,0.1095890186727047,0.140033792052418,0.9103176261898736,0.9465139259006767,0.9111156843582231,0.9276017605364613,1.0780488379212094,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
11,0.09496735651046037,0.12910192795097827,0.9189890027488341,0.9638302195992133,0.919409526757715,0.9096672439386443,1.0993030766615672,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
12,0.09980526892468333,0.14017221778631211,0.9110074363101699,0.923703721104623,0.9168380606953164,0.9847667950363714,1.0154688450508387,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
13,0.10539077194407583,0.13875177782028913,0.9236078247872198,0.9566208552306243,0.9241039220696932,0.9335906007804018,1.0711333202841649,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
14,0.08475513802841306,0.161888512596488,0.8984024975595719,0.9139919562840688,0.9056984565683617,0.9817140861408739,1.0186265167397244,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
15,0.08054744033142924,0.13891518153250218,0.9142890496071218,0.9528963627749372,0.914780461692531,0.9222213896530684,1.0843383283228674,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
16,0.0819579773582518,0.14019461572170258,0.910232955870068,0.9615142960833635,0.9107794968935398,0.8968697339529184,1.1149891251124497,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
17,0.07172519937157631,0.15593616403639315,0.8827298450433934,0.9677250523116353,0.8860016789995728,0.8342809505521783,1.1986369811490225,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
18,0.06551461443305015,0.19632801581174136,0.9020854179927555,0.9172934704647617,0.9087459061786575,0.9812611320007916,1.019096718893777,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
19,0.0657636584714055,0.1434860337525606,0.9215825633731229,0.9601088905788194,0.9219413720264975,0.9222380275011854,1.084318766066838,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
20,0.055696926265954974,0.21916145384311675,0.8871523657768094,0.9128449234862457,0.8928266106552423,0.9580556979326841,1.0437806509139544,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
21,0.08410711251199246,0.16516822073608636,0.9050446029397886,0.957465374827598,0.9055532508995703,0.8944248078582878,1.1180369676848672,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
22,0.07215481344610453,0.17080583348870276,0.8518825806957193,0.9527256501968552,0.8555126550956393,0.8026952572407118,1.2458028012243763,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
23,0.0642407163977623,0.15377452429383992,0.9186952992065709,0.9345010027466103,0.9222749665838328,0.9741515530294097,1.0265343178791915,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
24,0.0570879534818232,0.13184291478246452,0.9257708049830692,0.9596089099952645,0.9261726767505029,0.9317849948305816,1.0732089543702314,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
