epoch,state,action,reason,old_lr,new_lr,reward,q_value,exploration_rate,dice_score,val_loss
1,insufficient_data,increase,rl_policy_increase,0.002,0.0024,0,0.0832619845547938,0.2,0.3559275269508362,1.6026549696922303
2,insufficient_data,increase,rl_policy_increase,0.0024,0.0028799999999999997,6.471512481241039,0.7295806128333499,0.19,0.6914481728610616,1.3732640445232391
3,improving,decrease,rl_policy_decrease,0.0028799999999999997,0.0014399999999999999,12.20549543711635,0.07151893663724194,0.19,0.8972939441203148,0.5056373864412308
4,improving,decrease,rl_policy_decrease,0.0014399999999999999,0.0007199999999999999,6.2844570564169056,0.6992494529125601,0.1805,0.9607860139992579,0.15893771573901178
5,improving,decrease,rl_policy_decrease,0.0007199999999999999,0.00035999999999999997,2.901644240619956,0.9824213824454302,0.1805,0.9723744286687356,0.12456749901175498
6,improving,decrease,rl_policy_decrease,0.00035999999999999997,0.00017999999999999998,2.672128328683326,1.2398100014893085,0.171475,0.9770616428649307,0.10969827324151993
7,improving,maintain,default,0.00017999999999999998,0.00017999999999999998,1.5504089658856466,0.05488135039273248,0.171475,0.978936328706731,0.1055947195738554
8,mixed,decrease,rl_policy_decrease,0.00017999999999999998,8.999999999999999e-05,2.5306897848018046,0.09255966382926611,0.16290124999999997,0.9795548635233942,0.10283500850200653
9,mixed,decrease,rl_policy_decrease,8.999999999999999e-05,4.4999999999999996e-05,1.538686454834945,0.24550271267446797,0.15475618749999998,0.9810263637298661,0.09970211312174797
10,mixed,decrease,rl_policy_decrease,4.4999999999999996e-05,2.2499999999999998e-05,1.516857835701141,0.3947334691178374,0.15475618749999998,0.9827872636115933,0.09889677949249745
11,oscillating,increase,rl_policy_increase,2.2499999999999998e-05,2.6999999999999996e-05,-0.49302422024669146,0.05288949197529045,0.14701837812499996,0.9820613465546714,0.09783624298870564
12,oscillating,decrease,rl_policy_decrease,2.6999999999999996e-05,1.3499999999999998e-05,-0.4969342819007809,0.07917250380826646,0.14701837812499996,0.9820848467557263,0.09754142127931117
13,oscillating,increase,rl_policy_increase,1.3499999999999998e-05,1.6199999999999997e-05,-0.4940289780431857,0.05288949197529045,0.13966745921874996,0.9822439792376615,0.09702388532459735
14,oscillating,decrease,rl_policy_decrease,1.6199999999999997e-05,8.099999999999999e-06,1.5049691769431015,0.18133706484136503,0.13966745921874996,0.9827880245657616,0.09679899029433728
15,plateau,decrease,rl_policy_decrease,8.099999999999999e-06,4.049999999999999e-06,-0.5000083674793268,0.08917730007820798,0.13268408625781244,0.9822366479785133,0.09652413874864578
16,plateau,increase,rl_policy_increase,4.049999999999999e-06,4.859999999999999e-06,-0.4998981785622081,0.09636627605010294,0.13268408625781244,0.9821740701676925,0.09648266769945621
17,plateau,increase,rl_policy_increase,4.859999999999999e-06,5.8319999999999985e-06,0.5004749987720936,0.14545011316681128,0.1260498819449218,0.9821267474414327,0.09641150645911693
18,plateau,increase,rl_policy_increase,5.8319999999999985e-06,6.998399999999998e-06,0.5011865343341997,0.19411426546856314,0.1260498819449218,0.9821553680161011,0.0963071633130312
19,plateau,increase,rl_policy_increase,6.998399999999998e-06,8.398079999999997e-06,0.5006427258729627,0.24223739540117378,0.11974738784767572,0.9821452273384045,0.0962378203868866
20,plateau,increase,rl_policy_increase,8.398079999999997e-06,1.0077695999999996e-05,0.5039606539942598,0.29021108684658803,0.11974738784767572,0.982418766435272,0.0959785245358944
21,plateau,increase,rl_policy_increase,1.0077695999999996e-05,1.2093235199999995e-05,0.5013206378815088,0.33744103976627304,0.11376001845529193,0.9823940111599732,0.09583408311009407
22,plateau,increase,rl_policy_increase,1.2093235199999995e-05,1.4511882239999994e-05,0.5031901133213336,0.38438564070074366,0.11376001845529193,0.9825069802337038,0.09557155631482601
23,plateau,decrease,rl_policy_decrease,1.4511882239999994e-05,7.255941119999997e-06,0.5018745564080176,0.08917730007820798,0.10807201753252733,0.9824753856027649,0.09536830335855484
24,plateau,increase,rl_policy_increase,7.255941119999997e-06,8.707129343999996e-06,0.5017087355078753,0.4765928210859801,0.10807201753252733,0.9825713849891052,0.09524542950093746
25,plateau,increase,rl_policy_increase,8.707129343999996e-06,1.0448555212799995e-05,0.5019820105655259,0.5220250939316728,0.10266841665590096,0.9826158186945795,0.095069445297122
26,plateau,increase,rl_policy_increase,1.0448555212799995e-05,1.2538266255359993e-05,0.5023402668853223,0.5670388696808883,0.10266841665590096,0.9825741122878991,0.0948145654052496
27,plateau,increase,rl_policy_increase,1.2538266255359993e-05,1.5045919506431992e-05,0.5024166312957957,0.611610144113659,0.0975349958231059,0.9826801485962107,0.09462592042982579
28,plateau,increase,rl_policy_increase,1.5045919506431992e-05,1.805510340771839e-05,0.499508748814947,0.6554449175540171,0.0975349958231059,0.9821827320136037,0.09442633725702762
29,plateau,increase,rl_policy_increase,1.805510340771839e-05,2.1666124089262065e-05,0.5055708839201783,0.6994475567704947,0.09265824603195061,0.9826644759494243,0.09411012083292007
30,plateau,increase,rl_policy_increase,2.1666124089262065e-05,2.5999348907114476e-05,0.5047892718841345,0.7429320083912032,0.09265824603195061,0.9825263432149212,0.09356212727725506
