epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
1,0.688617005944252,0.3963942423462868,0.6422246637168862,0.7669196597609272,0.6726466154420786,0.7999127160831713,1.2501363960015164,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
2,0.30389847978949547,0.28013584166765215,0.6170409917831421,0.9837481467897151,0.6880916967899778,0.37618339357995567,2.6582778960109934,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
3,0.26199820935726165,0.21237895488739014,0.7573471972574084,0.9892499104308009,0.8019416636957217,0.612942826539976,1.6314735350520988,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
4,0.19065674841403962,0.2594066716730595,0.671827012326393,0.9904230089825837,0.7529121741773513,0.505829213821485,1.9769518499042553,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
5,0.21659419909119607,0.17260139659047127,0.8046906213935971,0.9875484064453881,0.8325203942760038,0.6805859549212666,1.4693221227518347,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
6,0.123304514400661,0.09898692239075899,0.8878581667426704,0.9961040342123809,0.8986707202612146,0.8001974695236048,1.2496915300111446,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
7,0.09079624293372035,0.053297757916152474,0.9449512350697399,0.9932100973184872,0.9468959003749631,0.9051186074189826,1.1048275792844202,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
8,0.042226164555177095,0.03811943531036377,0.9608255926031964,0.9962413105826209,0.9619521929920243,0.9298353899916001,1.0754591734877221,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
9,0.02560667241923511,0.03375162556767464,0.9636439435321574,0.9980950016270648,0.9647857711714392,0.931906966398354,1.0730684886548416,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
10,0.022397926077246666,0.017805071640759708,0.9862662652698265,0.9915267376835775,0.986436356617975,0.9892887981592305,1.0108271738856234,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
11,0.01936485313344747,0.01613588919863105,0.9868736035746023,0.9907488493901817,0.9870779317862106,0.9921532251999298,1.0079088336365474,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
12,0.016964462026953696,0.015473653795197606,0.9869816945475407,0.9966401253901835,0.9870872560516555,0.9803828477174503,1.02000968532673,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
13,0.0157288332702592,0.01669512684457004,0.9838663498869882,0.9858166956038018,0.9842925129696085,0.9963376484651186,1.0036758136566688,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
14,0.0145776663441211,0.014082467090338469,0.9876273061727969,0.9968790693020947,0.9877259915152782,0.9812078302339473,1.01915207888381,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,30,64,0.0
