epoch,state,action,reason,old_lr,new_lr,reward,q_value,exploration_rate,dice_score,val_loss
1,insufficient_data,increase,rl_policy_increase,0.0001,0.00012,0,0.0832619845547938,0.2,0,1.7606009721755982
2,insufficient_data,maintain,in_cooldown_1,0.00012,0.00012,0.7242828309535987,0.008712929970154071,0.19,0,1.6157444059848785
3,mixed,maintain,in_cooldown_0,0.00012,0.00012,0.617575824260711,0.056804456109393234,0.19,0,1.4922292411327363
4,mixed,decrease,rl_policy_decrease,0.00012,6e-05,0.5854165256023414,0.09255966382926611,0.19,0,1.375145936012268
5,mixed,maintain,in_cooldown_1,6e-05,6e-05,0.5310249924659727,0.056804456109393234,0.1805,0,1.2689409375190734
6,mixed,maintain,in_cooldown_0,6e-05,6e-05,0.48360446095466636,0.056804456109393234,0.1805,0,1.1722200453281402
7,mixed,decrease,rl_policy_decrease,6e-05,3e-05,0.44145575165748574,0.23387872556572362,0.1805,0,1.083928894996643
8,mixed,maintain,in_cooldown_1,3e-05,3e-05,0.3998987674713128,0.056804456109393234,0.171475,0,1.0039491415023805
9,mixed,maintain,in_cooldown_0,3e-05,3e-05,0.3561398088932044,0.056804456109393234,0.171475,0,0.9327211797237396
10,mixed,decrease,rl_policy_decrease,3e-05,1.5e-05,0.28604762256145444,0.3299889750741321,0.171475,0,0.8755116552114487
11,mixed,maintain,in_cooldown_1,1.5e-05,1.5e-05,0.22542472183704365,0.056804456109393234,0.16290124999999997,0,0.83042671084404
12,mixed,maintain,in_cooldown_0,1.5e-05,1.5e-05,0.16973160207271576,0.056804456109393234,0.16290124999999997,0,0.7964803904294968
13,mixed,decrease,rl_policy_decrease,1.5e-05,7.5e-06,0.12498447299003623,0.37158372541690643,0.16290124999999997,0,0.7714834958314896
14,mixed,maintain,in_cooldown_1,7.5e-06,7.5e-06,-0.8850967139005663,0.056804456109393234,0.15475618749999998,0,0.7485028386116028
15,mixed,maintain,in_cooldown_0,7.5e-06,7.5e-06,-0.9038964807987212,0.056804456109393234,0.15475618749999998,0,0.7292821347713471
16,mixed,decrease,rl_policy_decrease,7.5e-06,3.75e-06,-0.9233117997646331,0.0919820566833677,0.15475618749999998,0,0.7139444947242737
17,mixed,maintain,in_cooldown_1,3.75e-06,3.75e-06,-0.9139688760042188,0.056804456109393234,0.14701837812499996,0,0.6967382699251174
18,mixed,maintain,in_cooldown_0,3.75e-06,3.75e-06,-0.9281260818243028,0.056804456109393234,0.14701837812499996,0,0.682363486289978
19,mixed,maintain,default,3.75e-06,3.75e-06,-0.9257233142852785,0.056804456109393234,0.14701837812499996,0,0.6675081491470337
20,mixed,maintain,default,3.75e-06,3.75e-06,0.07095122337341331,0.06333153388564064,0.13966745921874996,0,0.653317904472351
21,mixed,maintain,default,3.75e-06,3.75e-06,0.07632559537887551,0.07033077808467178,0.13268408625781244,0,0.638052785396576
22,mixed,maintain,default,3.75e-06,3.75e-06,0.08266912400722526,0.07789438270454759,0.1260498819449218,0,0.6215189605951309
23,mixed,increase,rl_policy_increase,3.75e-06,4.5e-06,0.07193443179130565,0.007103605819788694,0.11974738784767572,0,0.6071320742368698
24,mixed,maintain,in_cooldown_1,4.5e-06,4.5e-06,0.08245518803596474,0.08430888205663267,0.11376001845529193,0,0.5906410366296768
25,mixed,maintain,in_cooldown_0,4.5e-06,4.5e-06,0.08364622294902813,0.08430888205663267,0.11376001845529193,0,0.5739117920398712
26,mixed,maintain,default,4.5e-06,4.5e-06,0.08851366490125634,0.08430888205663267,0.11376001845529193,0,0.5562090590596199
