epoch,state,action,reason,old_lr,new_lr,reward,q_value,exploration_rate,dice_score,val_loss
1,insufficient_data,increase,rl_policy_increase,0.002,0.0024,0,0.0832619845547938,0.2,0.3559275269508362,1.6026549696922303
2,insufficient_data,maintain,in_cooldown_0,0.0024,0.0024,6.471512481241039,0.008712929970154071,0.19,0.6914481728610616,1.3732640445232391
3,improving,decrease,rl_policy_decrease,0.0024,0.0012,9.6498552502164,0.07151893663724194,0.19,0.8991527813207081,0.7621308237314224
4,improving,maintain,in_cooldown_0,0.0012,0.0012,8.081287200596293,0.05488135039273248,0.1805,0.9606507637325615,0.2347510948777199
5,oscillating,decrease,rl_policy_decrease,0.0012,0.0006,3.360306915425703,0.07917250380826646,0.1805,0.9597088927319228,0.14824946783483028
6,oscillating,maintain,in_cooldown_0,0.0006,0.0006,3.071976764619721,0.038344151882577775,0.171475,0.9805086865058865,0.10145168825984001
7,oscillating,decrease,rl_policy_decrease,0.0006,0.0003,2.6624818428154096,0.6479708549613754,0.171475,0.9847326363911616,0.08731547892093658
8,oscillating,maintain,in_cooldown_0,0.0003,0.0003,2.6124875545784447,0.038344151882577775,0.16290124999999997,0.9867280903803617,0.07706445045769214
9,oscillating,decrease,rl_policy_decrease,0.0003,0.00015,0.5160070569838011,0.9453132085492902,0.16290124999999997,0.9828252331070398,0.0735123161226511
10,oscillating,maintain,in_cooldown_0,0.00015,0.00015,1.6745045659581415,0.038344151882577775,0.15475618749999998,0.9873805931389544,0.05833953954279423
11,oscillating,decrease,rl_policy_decrease,0.00015,7.5e-05,1.5870487730003293,1.2509823050290485,0.15475618749999998,0.9901596768935117,0.05102420412003994
12,oscillating,maintain,in_cooldown_0,7.5e-05,7.5e-05,-0.5003757613521342,0.038344151882577775,0.14701837812499996,0.9875801587318667,0.049772021174430844
13,oscillating,maintain,default,7.5e-05,7.5e-05,1.5419933998830202,0.038344151882577775,0.14701837812499996,0.9911148799026712,0.0473400417715311
14,oscillating,decrease,rl_policy_decrease,7.5e-05,3.75e-05,2.576456124533061,1.3307498967734113,0.13966745921874996,0.9922108365806334,0.04024240765720606
15,oscillating,maintain,in_cooldown_0,3.75e-05,3.75e-05,-0.5766533579401618,0.41192283985723316,0.13268408625781244,0.9862078430024687,0.044906246662139895
16,oscillating,decrease,rl_policy_decrease,3.75e-05,1.875e-05,1.597527427154803,1.4069320341070248,0.13268408625781244,0.9923335715133896,0.038216368202120064
17,oscillating,maintain,in_cooldown_0,1.875e-05,1.875e-05,1.5336359090257097,0.41192283985723316,0.1260498819449218,0.9934126203461123,0.035392301715910436
18,oscillating,decrease,rl_policy_decrease,1.875e-05,9.375e-06,1.5286467537940456,1.683628717001245,0.1260498819449218,0.9928558180938974,0.032249225210398434
19,oscillating,maintain,in_cooldown_0,9.375e-06,9.375e-06,1.526313913841268,0.41192283985723316,0.11974738784767572,0.9945464790408072,0.030463164299726488
20,oscillating,increase,rl_policy_increase,9.375e-06,1.1249999999999999e-05,-0.5506913830059563,0.05288949197529045,0.11974738784767572,0.9898598593176104,0.033188992738723756
21,oscillating,maintain,in_cooldown_0,1.1249999999999999e-05,1.1249999999999999e-05,2.5810422655600074,0.41192283985723316,0.11376001845529193,0.9937738610960295,0.027041767071932555
22,oscillating,decrease,rl_policy_decrease,1.1249999999999999e-05,5.6249999999999995e-06,2.49897464701508,1.74616044470261,0.11376001845529193,0.9945497182942172,0.02753223096951842
23,oscillating,maintain,in_cooldown_0,5.6249999999999995e-06,5.6249999999999995e-06,1.525638880810984,0.41192283985723316,0.10807201753252733,0.9948098429566062,0.025098405219614504
24,oscillating,decrease,rl_policy_decrease,5.6249999999999995e-06,2.8124999999999998e-06,-0.511970647966049,1.8112530362567105,0.10807201753252733,0.9942214865545504,0.026001291815191507
25,oscillating,maintain,in_cooldown_0,2.8124999999999998e-06,2.8124999999999998e-06,-0.46996415397217195,0.41192283985723316,0.10266841665590096,0.9944688240559167,0.02312137596309185
26,oscillating,decrease,rl_policy_decrease,2.8124999999999998e-06,1.4062499999999999e-06,1.5026618576534903,1.878948835357306,0.10266841665590096,0.9947304498696258,0.02298600310459733
27,oscillating,maintain,in_cooldown_0,1.4062499999999999e-06,1.4062499999999999e-06,-0.5225981292896926,0.41192283985723316,0.0975349958231059,0.993063783570055,0.024412482883781193
28,oscillating,decrease,rl_policy_decrease,1.4062499999999999e-06,1e-06,1.5409954340243166,1.9439200821364477,0.0975349958231059,0.9955920677071813,0.02157708154991269
29,oscillating,maintain,in_cooldown_0,1e-06,1e-06,-0.4995194106386568,0.41192283985723316,0.09265824603195061,0.993886307551832,0.020676142536103725
30,oscillating,decrease,rl_policy_decrease,1e-06,1e-06,1.5341225527486588,2.0091959061235714,0.09265824603195061,0.9959167694904891,0.018279118230566382
