epoch,train_loss,val_loss,dice_score,auroc,auprc,ppv,nne,learning_rate,batch_size,train_samples,val_samples,optimizer_type,loss_function,augmentations,model_architecture,dropout_rate,weight_decay,num_epochs,patch_size,gradient_clipping
1,0.7094441697001457,0.6254043698310852,0.16473191716649205,0.5453723254624924,0.49024448367501183,0.881392262937634,1.1345686160972785,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
2,0.6079020783305168,0.6001239508390427,0.1793388429750382,0.5501404387048501,0.47161575002208395,0.8346153846153846,1.1981566820276497,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
3,0.5993485778570176,0.5983378857374191,0.17178230098608213,0.547336438033233,0.5108222896790888,0.9186900632523974,1.088506385341477,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
4,0.5983981966972352,0.597959765791893,0.16870534903054799,0.5463677831290952,0.5136994451883599,0.9263732801176348,1.0794784580498866,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
5,0.5978731855750083,0.597902312874794,0.16325470927030275,0.5446376230027893,0.5226623978079582,0.9477503628447025,1.0551301684532925,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
6,0.5973055556416511,0.5981951147317887,0.158342896266928,0.5431707342498414,0.5214059357284861,0.9481464372329368,1.0546894031668697,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
7,0.5967188864946366,0.5977406293153763,0.15905899551795732,0.5434707359828044,0.5104229275577575,0.9255652563241549,1.0804208489539244,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
8,0.5962314665317535,0.5993345737457275,0.1538654958316533,0.5418312148799546,0.5216670528696709,0.9513274336283186,1.0511627906976744,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
9,0.596297687292099,0.5974072277545929,0.16175230061334187,0.5443460090314206,0.503095868294571,0.9091594827586207,1.099917032120422,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
10,0.5958794087171555,0.5974429547786713,0.15976109050608375,0.5436009766795795,0.5207778883240545,0.9460353679406731,1.0570429329474191,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
11,0.5955513954162598,0.5998742818832398,0.15261293008291613,0.5414488502535337,0.5230882394318666,0.9549309425732978,1.0471961431108856,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
12,0.5954126238822937,0.598120704293251,0.15725931077098085,0.5428122524662514,0.5260808176804656,0.9582156308851224,1.0436064365557056,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
13,0.5951906844973565,0.5988743036985398,0.1553482526945185,0.5422538707356794,0.5244096888671642,0.9559785841760856,1.046048537647791,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
14,0.595169685781002,0.5972005546092987,0.1617185846495664,0.5441941158554637,0.520222197303562,0.9437457893554907,1.0596073765615706,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
15,0.5950951248407363,0.5978827118873596,0.15839576735908087,0.5431394895543674,0.5277906010559653,0.9609887535145267,1.0405949043033036,0.3,4,160,40,SGD,Dice,None,UNet,0.0,0.0,15,64,0.0
